Awards,Credits,Job,Name,Noms,Wins
"nominated 1 primetime emmy, another 1 win & 4 nomination",201.0,Actor,Jay Mohr,5,1
"won 2 golden globes, another 16 win & 80 nomination",253.0,Actor,"Jon Hamm
(I)",80,18
3 win & 1 nomination,53.0,Actress,Briana Evigan,1,3
5 win & 9 nomination,83.0,Actor,Chad Michael Murray,9,5
"nominated 1 bafta film award, another 3 win & 4 nomination",146.0,Actress,Mena Suvari,5,3
"nominated 2 golden globes, another 11 win & 25 nomination",142.0,Actor,Frankie Muniz,27,11
3 nomination,171.0,Actor,Shad Moss,3,0
4 win & 1 nomination,115.0,Actress,Rakhee Gulzar,1,4
1 win,113.0,Actress,Rae Dawn Chong,0,1
5 win & 3 nomination,118.0,Actress,Vanessa Paradis,3,5
"nominated 2 golden globes, another 2 win & 8 nomination",123.0,Actor,"John Corbett
(I)",10,2
"nominated 1 primetime emmy, another 6 win & 12 nomination",109.0,Actor,"Jared Harris
(I)",13,6
none,70.0,Actress,Lisa Boyle,0,0
"nominated 3 primetime emmys, another 11 win & 33 nomination",97.0,Actor,"Adam Driver
(I)",36,11
18 win & 14 nomination,117.0,Actor,Rodrigo Santoro,14,18
"nominated 3 golden globes, another 6 win & 25 nomination",189.0,Actor,Bradley Whitford,28,6
2 win & 6 nomination,83.0,Actress,Emmanuelle Seigner,6,2
9 nomination,159.0,Actress,Meagan Good,9,0
"won 1 oscar, another 3 win & 14 nomination",101.0,Actress,Brenda Fricker,14,4
"nominated 1 oscar, another 27 win & 26 nomination",312.0,Actor,Edward James Olmos,27,27
3 win & 7 nomination,71.0,Actor,"Michael Pitt
(II)",7,3
7 nomination,119.0,Actress,Eliza Dushku,7,0
1 nomination,63.0,Actress,"Bijou Phillips
(I)",1,0
1 win & 2 nomination,38.0,Actor,"Jeremy Irvine
(I)",2,1
13 win & 20 nomination,89.0,Actress,Miranda Otto,20,13
3 win & 11 nomination,91.0,Actor,"Chris Messina
(I)",11,3
"won 2 golden globes, another 42 win & 84 nomination",1202.0,Soundtrack,"Madonna
(I)",84,44
6 win & 4 nomination,110.0,Actress,Virginie Ledoyen,4,6
"nominated 1 oscar, another 1 win & 4 nomination",264.0,Actor,"Pat Morita
(1932–2005)",5,1
1 win & 11 nomination,65.0,Actor,Sam Claflin,11,1
1 nomination,133.0,Actor,"Don Wilson
(IV)",1,0
3 win & 4 nomination,79.0,Actress,Britt Robertson,4,3
5 win & 19 nomination,208.0,Actress,Vanessa Hudgens,19,5
1 nomination,23.0,Actress,"Tracy Ryan
(II)",1,0
"nominated 1 golden globe, another 3 win & 11 nomination",102.0,Actor,Michael Ealy,12,3
34 win & 27 nomination,51.0,Actress,Vidya Balan,27,34
"nominated 2 golden globes, another 2 win & 6 nomination",106.0,Actor,"Henry Thomas
(I)",8,2
4 win & 4 nomination,73.0,Actress,Anne Parillaud,4,4
"nominated 1 golden globe, another 11 win & 16 nomination",256.0,Actress,Isabella Rossellini,17,11
"nominated 1 oscar, another 6 win & 7 nomination",309.0,Actor,"Robert Loggia
(1930–2015)",8,6
"nominated 1 golden globe, another 1 win & 7 nomination",143.0,Actor,Colin Hanks,8,1
"nominated 1 oscar, another 38 win & 60 nomination",262.0,Actor,Alan Alda,61,38
"nominated 2 primetime emmys, another 3 win & 35 nomination",217.0,Actress,"Maya Rudolph
(I)",37,3
5 win & 3 nomination,211.0,Actor,Pauly Shore,3,5
"won 4 primetime emmys, another 1 win & 7 nomination",192.0,Actor,Rob Corddry,7,5
3 win & 2 nomination,103.0,Actor,"Chris Penn
(I)
(1965–2006)",2,3
"nominated 1 golden globe, another 11 win & 10 nomination",92.0,Actor,"Edgar Ramírez
(IV)",11,11
2 win & 3 nomination,340.0,Actor,"Dean Cain
(I)",3,2
"nominated 1 golden globe, another 17 win & 25 nomination",135.0,Actress,Bryce Dallas Howard,26,17
none,100.0,Actor,"Bruce Payne
(I)",0,0
5 nomination,36.0,Actor,Abhay Deol,5,0
"nominated 1 primetime emmy, another 4 win & 10 nomination",60.0,Actress,Zoe Kazan,11,4
"nominated 2 golden globes, another 9 win & 25 nomination",229.0,Actor,"Nathan Lane
(I)",27,9
"nominated 1 golden globe, another 3 win & 4 nomination",135.0,Actor,Charles Grodin,5,3
5 win & 17 nomination,42.0,Actor,Asa Butterfield,17,5
1 win & 1 nomination,251.0,Actor,Thierry Lhermitte,1,1
"nominated 3 primetime emmys, another 12 win & 41 nomination",326.0,Actress,"Vanessa Williams
(V)",44,12
"nominated 1 oscar, another 20 win & 12 nomination",380.0,Actress,"Lauren Bacall
(1924–2014)",13,20
5 win & 7 nomination,239.0,Actor,André Dussollier,7,5
"nominated 3 oscars, another 9 win & 9 nomination",197.0,Actress,Diane Ladd,12,9
1 win & 4 nomination,254.0,Actor,Kevin Sorbo,4,1
2 win & 2 nomination,66.0,Actor,"Jonathan Tucker
(I)",2,2
none,212.0,Actor,"Toshio Furukawa
(I)",0,0
2 win & 12 nomination,66.0,Actress,Karen Mok,12,2
4 win & 7 nomination,104.0,Actor,Kellan Lutz,7,4
"nominated 1 primetime emmy, another 2 win & 7 nomination",129.0,Actress,Kathryn Hahn,8,2
4 nomination,165.0,Actor,Orlando Jones,4,0
2 win & 6 nomination,127.0,Actress,"Regina Hall
(I)",6,2
"won 1 oscar, another 36 win & 66 nomination",339.0,Actor,"Paul Newman
(I)
(1925–2008)",66,37
6 win & 13 nomination,120.0,Actress,Lake Bell,13,6
5 win & 3 nomination,111.0,Actor,Tom Felton,3,5
"nominated 1 oscar, another 10 win & 17 nomination",610.0,Actor,John Cleese,18,10
7 win & 15 nomination,150.0,Actor,François Cluzet,15,7
9 win & 5 nomination,214.0,Actor,Rade Serbedzija,5,9
1 nomination,128.0,Actor,Jake Busey,1,0
5 win & 8 nomination,74.0,Actor,Matthew Macfadyen,8,5
"won 2 golden globes, another 45 win & 127 nomination",303.0,Writer,Tina Fey,127,47
4 win & 10 nomination,73.0,Actor,"Leon Lai
(I)",10,4
5 win & 8 nomination,43.0,Actress,Jyothika,8,5
5 nomination,151.0,Actor,Kal Penn,5,0
none,65.0,Actress,Ayesha Jhulka,0,0
"won 2 oscars, another 28 win & 33 nomination",238.0,Actor,"Marlon Brando
(1924–2004)",33,30
3 win & 7 nomination,108.0,Actor,"Jason Clarke
(I)",7,3
"nominated 1 oscar, another 19 win & 55 nomination",115.0,Actress,Naomie Harris,56,19
none,276.0,Actor,Vikas Anand,0,0
"nominated 1 golden globe, another 8 win & 8 nomination",244.0,Actress,Rosanna Arquette,9,8
1 win & 5 nomination,91.0,Actor,Kay Kay Menon,5,1
none,73.0,Actress,Bridget Moynahan,0,0
4 win & 8 nomination,274.0,Actor,"Kevin Pollak
(I)",8,4
"won 1 golden globe, another 24 win & 57 nomination",385.0,Writer,Ricky Gervais,57,25
1 win,81.0,Actor,Stefano Dionisi,0,1
6 win & 12 nomination,132.0,Actor,Tim Blake Nelson,12,6
"won 2 golden globes, another 8 win & 34 nomination",150.0,Actress,Mary-Louise Parker,34,10
2 win & 3 nomination,171.0,Actress,Tara Reid,3,2
1 win & 7 nomination,115.0,Actor,"Jake Johnson
(XVI)",7,1
14 win & 14 nomination,161.0,Actor,Mathieu Kassovitz,14,14
8 win & 10 nomination,121.0,Actor,"Sebastian Koch
(I)",10,8
none,57.0,Actress,Brooke Langton,0,0
7 win & 17 nomination,105.0,Actor,John Boyega,17,7
4 win & 7 nomination,90.0,Actor,Rider Strong,7,4
"nominated 1 golden globe, another 7 win & 7 nomination",152.0,Actor,Colm Meaney,8,7
"won 1 golden globe, another 20 win & 32 nomination",147.0,Actress,Sarah Paulson,32,21
"won 1 golden globe, another 9 win & 18 nomination",142.0,Actress,"Kathy Baker
(I)",18,10
11 win & 9 nomination,72.0,Actor,August Diehl,9,11
1 nomination,57.0,Actress,Chelsea Field,1,0
"nominated 1 golden globe, another 3 win & 2 nomination",85.0,Actress,Kelly McGillis,3,3
7 win & 12 nomination,126.0,Actor,"Joshua Jackson
(I)",12,7
6 win & 4 nomination,40.0,Actress,Sushmita Sen,4,6
none,138.0,Actor,Mohnish Bahl,0,0
1 win & 3 nomination,56.0,Actor,"Nathan Phillips
(II)",3,1
3 win & 4 nomination,130.0,Actress,"Shannon Elizabeth
(I)",4,3
"nominated 1 oscar, another 8 win & 17 nomination",119.0,Actress,Nia Vardalos,18,8
4 win & 4 nomination,1137.0,Actor,Brahmanandam,4,4
"nominated 1 golden globe, another 1 win & 6 nomination",241.0,Actor,Lorenzo Lamas,7,1
1 win & 2 nomination,150.0,Actor,"Michael Nouri
(I)",2,1
1 win,100.0,Actress,Dina Meyer,0,1
2 win & 12 nomination,319.0,Actor,"Clancy Brown
(I)",12,2
"won 1 primetime emmy, another 1 win & 2 nomination",109.0,Actor,Pruitt Taylor Vince,2,2
none,70.0,Actor,"Kevin Heffernan
(I)",0,0
"nominated 1 oscar, another 3 win & 11 nomination",232.0,Actor,"Robert Forster
(I)",12,3
"nominated 1 golden globe, another 3 win & 8 nomination",55.0,Actor,Kieran Culkin,9,3
1 nomination,38.0,Actress,Michelle Reis,1,0
8 win & 4 nomination,63.0,Actor,Jack Huston,4,8
"nominated 1 primetime emmy, another 3 win & 10 nomination",232.0,Writer,"Craig Ferguson
(I)",11,3
"nominated 3 golden globes, another 11 win & 40 nomination",168.0,Actor,Zach Braff,43,11
1 nomination,76.0,Actress,"Marley Shelton
(I)",1,0
none,104.0,Actress,Tane McClure,0,0
none,48.0,Actress,Shannon Whirry,0,0
none,129.0,Producer,David A.R. White,0,0
1 nomination,32.0,Actor,"Allen Payne
(I)",1,0
8 win & 24 nomination,145.0,Actor,"Chris Tucker
(I)",24,8
4 win & 6 nomination,74.0,Actress,Fairuza Balk,6,4
"won 1 oscar, another 20 win & 37 nomination",75.0,Actor,Mark Rylance,37,21
2 nomination,48.0,Actress,Ana de Armas,2,0
1 win & 2 nomination,73.0,Actress,"Joey Wang
(I)",2,1
none,224.0,Actor,Raj Babbar,0,0
"nominated 1 golden globe, another 10 win & 21 nomination",161.0,Actor,"James Nesbitt
(I)",22,10
none,36.0,Actor,Douglas Booth,0,0
4 nomination,102.0,Actor,Chunky Pandey,4,0
1 nomination,166.0,Actor,Sean Pertwee,1,0
5 win & 12 nomination,67.0,Actress,Carmen Ejogo,12,5
16 nomination,53.0,Actor,Emraan Hashmi,16,0
3 win & 4 nomination,185.0,Actor,"Rodney Dangerfield
(1921–2004)",4,3
2 win & 10 nomination,225.0,Actor,Lambert Wilson,10,2
2 nomination,72.0,Actress,Sienna Guillory,2,0
none,127.0,Actor,Arye Gross,0,0
"nominated 2 golden globes, another 5 win & 9 nomination",239.0,Actor,Tom Skerritt,11,5
1 win,120.0,Actress,Emmanuelle Vaugier,0,1
"nominated 1 golden globe, another 14 win & 40 nomination",181.0,Actress,"Regina King
(I)",41,14
1 win,362.0,Actor,Prem Chopra,0,1
1 win & 3 nomination,40.0,Actor,"Thomas Mann
(V)",3,1
"nominated 1 golden globe, another 1 win & 3 nomination",161.0,Actor,Judd Nelson,4,1
"nominated 1 primetime emmy, another 5 win & 4 nomination",283.0,Actor,"Michael York
(I)",5,5
4 win & 13 nomination,50.0,Actress,Brit Marling,13,4
"nominated 1 oscar, another 3 win & 6 nomination",208.0,Actor,David Paymer,7,3
23 win & 12 nomination,575.0,Actor,"Christopher Lee
(I)
(1922–2015)",12,23
2 win,128.0,Actor,"Andrew McCarthy
(I)",0,2
none,46.0,Actress,Ashwini Bhave,0,0
12 win & 18 nomination,158.0,Actor,Leonardo Sbaraglia,18,12
9 win & 19 nomination,102.0,Actress,Amanda Bynes,19,9
4 nomination,80.0,Actress,Gabrielle Anwar,4,0
2 win & 2 nomination,136.0,Actor,"Jason London
(I)",2,2
12 win & 10 nomination,27.0,Actor,"Ranveer Singh
(II)",10,12
3 nomination,102.0,Actor,Linden Ashby,3,0
4 win & 5 nomination,171.0,Actor,"Michael Parks
(I)
(1940–2017)",5,4
"nominated 1 golden globe, another 3 nomination",90.0,Actor,"Jeffrey Jones
(I)",4,0
2 win & 16 nomination,97.0,Actor,Delroy Lindo,16,2
1 win & 2 nomination,57.0,Actress,Zoey Deutch,2,1
9 win & 15 nomination,87.0,Actor,Manoj Bajpayee,15,9
none,46.0,Actress,Elizabeth Kaitan,0,0
"nominated 2 oscars, another 12 win & 19 nomination",282.0,Actor,"Peter Fonda
(I)",21,12
2 win & 3 nomination,326.0,Actor,Nassar,3,2
"nominated 2 golden globes, another 18 win & 40 nomination",162.0,Actor,David Oyelowo,42,18
14 win & 16 nomination,74.0,Actor,"Tom Holland
(X)",16,14
7 win & 11 nomination,63.0,Actor,Joseph Mazzello,11,7
1 win & 1 nomination,53.0,Actress,Embeth Davidtz,1,1
"nominated 1 golden globe, another 7 win & 13 nomination",132.0,Actress,Alison Brie,14,7
1 nomination,108.0,Actor,Craig Bierko,1,0
1 win & 1 nomination,124.0,Actor,Rupert Graves,1,1
1 nomination,34.0,Actress,Taissa Farmiga,1,0
"nominated 1 golden globe, another 2 win & 11 nomination",83.0,Actor,Naveen Andrews,12,2
3 win & 3 nomination,42.0,Actress,"Katrin Cartlidge
(1961–2002)",3,3
none,46.0,Actor,"Bobby Johnston
(I)",0,0
3 win & 11 nomination,69.0,Actor,Vincent Kartheiser,11,3
1 win & 1 nomination,61.0,Actor,Grégoire Colin,1,1
"won 2 oscars, another 51 win & 61 nomination",500.0,Actress,Jane Fonda,61,53
none,49.0,Actress,Roxane Mesquida,0,0
7 win & 17 nomination,610.0,Actor,"Jim Cummings
(I)",17,7
7 win & 3 nomination,83.0,Actress,"Kati Outinen
(I)",3,7
13 win & 20 nomination,182.0,Actor,Nathan Fillion,20,13
2 win & 4 nomination,207.0,Actress,Brigitte Nielsen,4,2
1 nomination,39.0,Actress,Debora Caprioglio,1,0
1 nomination,148.0,Actor,"Brian Krause
(I)",1,0
"nominated 2 primetime emmys, another 2 nomination",132.0,Actor,"Ron Silver
(I)
(1946–2009)",4,0
"nominated 1 bafta film award, another 2 nomination",242.0,Actor,Joss Ackland,3,0
"nominated 2 golden globes, another 10 win & 24 nomination",210.0,Actress,Hayden Panettiere,26,10
9 nomination,59.0,Actress,Vinessa Shaw,9,0
1 win & 7 nomination,155.0,Actor,"David Morrissey
(I)",7,1
16 win & 12 nomination,51.0,Actor,Kang-sheng Lee,12,16
1 nomination,93.0,Actress,Sadie Frost,1,0
"won 2 primetime emmys, another 5 nomination",253.0,Actor,Harry Connick Jr.,5,2
5 win & 11 nomination,84.0,Actor,"Jonathan Taylor Thomas
(I)",11,5
1 win & 4 nomination,89.0,Actress,Kat Dennings,4,1
7 win & 7 nomination,70.0,Actor,Gaspard Ulliel,7,7
none,75.0,Actor,Hart Bochner,0,0
1 win,66.0,Actor,Ben Chaplin,0,1
none,91.0,Actress,"Kim Sill
(I)",0,0
"won 1 golden globe, another 11 win & 44 nomination",192.0,Actor,Jimmy Smits,44,12
4 win & 5 nomination,161.0,Actor,Kent Cheng,5,4
13 win & 16 nomination,55.0,Actor,"Shahid Kapoor
(I)",16,13
1 win & 2 nomination,108.0,Actor,James Purefoy,2,1
6 win & 16 nomination,111.0,Actress,Rebel Wilson,16,6
1 win & 1 nomination,68.0,Actress,Anna Mouglalis,1,1
1 win,54.0,Actress,Mia Sara,0,1
6 win & 12 nomination,89.0,Actor,Scoot McNairy,12,6
4 win & 28 nomination,392.0,Producer,"Nick Cannon
(I)",28,4
2 win & 5 nomination,112.0,Actress,Anna Galiena,5,2
"nominated 1 bafta film award, another 3 win & 2 nomination",99.0,Actor,"John Lynch
(I)",3,3
9 win & 5 nomination,124.0,Actor,Karra Elejalde,5,9
"won 1 golden globe, another 23 win & 42 nomination",790.0,Actor,William Shatner,42,24
12 win & 16 nomination,352.0,Actor,"Prakash Raj
(I)",16,12
8 win & 10 nomination,140.0,Actor,"Brendan Fletcher
(I)",10,8
6 win & 9 nomination,105.0,Actor,Aidan Gillen,9,6
2 win,56.0,Actress,Yancy Butler,0,2
1 win & 2 nomination,85.0,Actor,"Scott Eastwood
(I)",2,1
1 nomination,93.0,Actor,"Matt Craven
(I)",1,0
4 nomination,82.0,Actress,"Tara Fitzgerald
(I)",4,0
8 win & 8 nomination,159.0,Actress,Leonor Watling,8,8
"nominated 1 primetime emmy, another 2 win & 12 nomination",323.0,Actor,"Tim Curry
(I)",13,2
6 win & 11 nomination,98.0,Actor,Colin Friels,11,6
"nominated 1 oscar, another 3 win & 7 nomination",104.0,Actress,"Amy Irving
(I)",8,3
"nominated 1 primetime emmy, another 1 win & 5 nomination",152.0,Actor,Christopher Meloni,6,1
"won 1 primetime emmy, another 7 win & 11 nomination",158.0,Actress,Fionnula Flanagan,11,8
"nominated 1 oscar, another 20 win & 22 nomination",229.0,Music Department,"Trey Parker
(I)",23,20
"nominated 1 oscar, another 24 win & 33 nomination",170.0,Actress,Imelda Staunton,34,24
5 win & 6 nomination,148.0,Actor,Jeroen Krabbé,6,5
2 win & 3 nomination,147.0,Actor,Donal Logue,3,2
2 win & 8 nomination,56.0,Actor,James Badge Dale,8,2
none,266.0,Actor,Rakesh Bedi,0,0
4 win & 2 nomination,151.0,Actor,Noel Clarke,2,4
2 win & 13 nomination,183.0,Soundtrack,André Benjamin,13,2
1 win & 9 nomination,48.0,Actor,"Joseph Cross
(I)",9,1
1 win,92.0,Actress,Kelly Brook,0,1
"won 1 oscar, another 10 win & 10 nomination",170.0,Actress,"Louise Fletcher
(I)",10,11
1 win & 1 nomination,44.0,Actress,Sophia Myles,1,1
2 win,122.0,Actor,Craig Fairbrass,0,2
"won 1 golden globe, another 4 win & 14 nomination",268.0,Actor,Brian Dennehy,14,5
1 win,458.0,Actor,John Cena,0,1
"won 1 primetime emmy, another 10 win & 16 nomination",274.0,Actress,Kristin Chenoweth,16,11
7 win & 2 nomination,104.0,Actress,Élodie Bouchez,2,7
5 nomination,57.0,Actress,Chingmy Yau,5,0
10 win & 17 nomination,118.0,Actress,"Elena Anaya
(I)",17,10
"nominated 4 primetime emmys, another 3 win & 3 nomination",139.0,Actor,Breckin Meyer,7,3
2 nomination,53.0,Actress,"Lynn Collins
(I)",2,0
2 win & 2 nomination,60.0,Actor,Sean Faris,2,2
"nominated 1 oscar, another 4 win & 24 nomination",128.0,Actress,Lorraine Bracco,25,4
"won 1 golden globe, another 5 win & 8 nomination",89.0,Actor,"Raul Julia
(1940–1994)",8,6
4 win & 16 nomination,59.0,Actor,Patrick Fugit,16,4
"nominated 5 golden globes, another 27 win & 41 nomination",190.0,Actor,David Hyde Pierce,46,27
"nominated 2 primetime emmys, another 1 win & 3 nomination",87.0,Actress,"Glenne Headly
(1955–2017)",5,1
9 win & 4 nomination,107.0,Actress,Revathy,4,9
3 win & 12 nomination,136.0,Actor,Adrian Grenier,12,3
2 win & 2 nomination,85.0,Actress,Laura Harring,2,2
6 win & 7 nomination,68.0,Actress,Eva Birthistle,7,6
none,294.0,Actress,Megumi Hayashibara,0,0
5 win & 8 nomination,162.0,Actor,John C. McGinley,8,5
5 win & 1 nomination,84.0,Actor,"Peter Greene
(I)",1,5
3 win & 8 nomination,49.0,Actress,Alison Lohman,8,3
"nominated 1 golden globe, another 28 win & 22 nomination",73.0,Actor,Wagner Moura,23,28
14 win & 15 nomination,139.0,Actor,Benoît Poelvoorde,15,14
none,232.0,Actor,"Charles Napier
(I)
(1936–2011)",0,0
2 win & 4 nomination,146.0,Actress,"Danielle Harris
(I)",4,2
4 nomination,134.0,Actor,James Le Gros,4,0
"won 1 primetime emmy, another 4 win & 12 nomination",208.0,Actor,Dana Carvey,12,5
none,173.0,Actor,"Laxmikant Berde
(1954–2004)",0,0
5 win & 4 nomination,228.0,Actress,Lin Shaye,4,5
1 win & 3 nomination,136.0,Actress,Teri Polo,3,1
7 win & 13 nomination,257.0,Actor,Mario Van Peebles,13,7
"nominated 3 oscars, another 45 win & 19 nomination",251.0,Actor,"Marcello Mastroianni
(1924–1996)",22,45
"won 2 golden globes, another 9 win & 38 nomination",335.0,Actor,"Beau Bridges
(I)",38,11
"nominated 2 golden globes, another 6 win & 12 nomination",103.0,Actor,"Simon Baker
(I)",14,6
9 win & 12 nomination,30.0,Actress,Anya Taylor-Joy,12,9
3 win & 2 nomination,177.0,Actor,"Steve Guttenberg
(I)",2,3
7 win & 16 nomination,98.0,Actress,Melanie Lynskey,16,7
none,,,Simran (2017),0,0
2 win & 4 nomination,104.0,Actor,Gilles Lellouche,4,2
1 win & 4 nomination,42.0,Actor,Randeep Hooda,4,1
"nominated 1 golden globe, another 5 win & 21 nomination",213.0,Actor,Hugh Bonneville,22,5
9 nomination,45.0,Actor,Cameron Bright,9,0
1 win & 1 nomination,49.0,Actor,Gabriel Macht,1,1
7 win & 6 nomination,113.0,Actor,Raoul Bova,6,7
1 nomination,36.0,Actor,Wenzhuo Zhao,1,0
14 win & 25 nomination,90.0,Actress,Claudia Karvan,25,14
none,98.0,Actor,"Gary Daniels
(I)",0,0
"nominated 1 golden globe, another 4 win & 5 nomination",52.0,Actress,"Rebecca Ferguson
(I)",6,4
"nominated 1 golden globe, another 10 win & 14 nomination",140.0,Actor,"Toby Jones
(I)",15,10
"nominated 1 oscar, another 3 win & 5 nomination",180.0,Actress,JoBeth Williams,6,3
"nominated 2 oscars, another 1 win & 4 nomination",196.0,Actor,"Jack Warden
(1920–2006)",6,1
"nominated 1 golden globe, another 19 win & 15 nomination",165.0,Actor,"Aaron Paul
(I)",16,19
5 win & 11 nomination,82.0,Actor,"Richard Armitage
(I)",11,5
"nominated 2 primetime emmys, another 1 win & 2 nomination",287.0,Actor,Jon Lovitz,4,1
20 win & 21 nomination,58.0,Actor,"Byung-Hun Lee
(I)",21,20
11 win & 9 nomination,96.0,Actress,Cécile de France,9,11
"won 1 primetime emmy, another 9 win & 32 nomination",,,George Lopez,32,10
10 win & 12 nomination,157.0,Actor,Callum Keith Rennie,12,10
6 win & 6 nomination,40.0,Actress,Maria Bonnevie,6,6
2 win & 2 nomination,66.0,Actor,"Olivier Martinez
(I)",2,2
"nominated 2 golden globes, another 12 win & 30 nomination",121.0,Actor,"Bernie Mac
(1957–2008)",32,12
"nominated 1 golden globe, another 1 nomination",18.0,Actress,Linda Kozlowski,2,0
1 win & 7 nomination,106.0,Actress,Krysten Ritter,7,1
3 win & 1 nomination,86.0,Actor,Isaach De Bankolé,1,3
2 win & 1 nomination,37.0,Actor,Brenton Thwaites,1,2
"nominated 3 golden globes, another 63 win & 134 nomination",831.0,Soundtrack,Beyoncé,137,63
14 win & 10 nomination,225.0,Actor,José Coronado,10,14
"nominated 1 oscar, another 13 win & 18 nomination",226.0,Actress,"Kathleen Turner
(I)",19,13
"nominated 1 primetime emmy, another 6 win & 19 nomination",117.0,Actress,"Jenna Fischer
(I)",20,6
4 nomination,44.0,Actor,Tony Jaa,4,0
"nominated 1 primetime emmy, another 10 win & 23 nomination",225.0,Actor,Zachary Quinto,24,10
3 win & 2 nomination,103.0,Actor,"Fred Ward
(I)",2,3
"nominated 6 primetime emmys, another 13 win & 22 nomination",130.0,Actress,Christina Hendricks,28,13
"nominated 1 oscar, another 1 win & 3 nomination",192.0,Actor,"Michael Lerner
(I)",4,1
"nominated 1 golden globe, another 12 win & 19 nomination",123.0,Actress,Jena Malone,20,12
none,20.0,Actress,India Eisley,0,0
2 win,102.0,Actor,"Josh Hamilton
(I)",0,2
3 win & 7 nomination,62.0,Actress,"Rachel Nichols
(I)",7,3
"nominated 1 oscar, another 36 win & 23 nomination",109.0,Actress,"Amy Ryan
(I)",24,36
"nominated 1 golden globe, another 7 win & 21 nomination",191.0,Actress,"Blythe Danner
(I)",22,7
